REPORT-BILL_SHOCK	NUM_CALL_6MONTH	NUM_CALL_3MONTH	NUM_CALL_1MONTH	NUM_CALL_1WEEK	NUM_CHAT_6MONTH	NUM_CHAT_3MONTH	NUM_CHAT_1MONTH	NUM_CHAT_1WEEK	NUM_APP_6MONTH	NUM_APP_1WEEK	NUM_WEB_6MONTH	NUM_WEB_1WEEK	AVG_6MONTH_OOB_CALLS	AVG_6MONTH_OOB_TEXTS	AVG_6MONTH_OOB_DATA	AVG_3MONTH_OOB_CALLS	AVG_3MONTH_OOB_DATA	3LAST_OOB_CALLS	3LAST_OOB_TEXTS	3LAST_OOB_DATA	2LAST_OOB_CALLS	2LAST_OOB_TEXTS	2LAST_OOB_DATA	LAST_OOB_CALLS	LAST_OOB_TEXTS	LAST_OOB_DATA	AVG_6MONTH_PTEL	AVG_6MONTH_RSMS	AVG_6MONTH_RTEL	AVG_6MONTH_RDATA	AVG_3MONTH_RSMS	AVG_3MONTH_RTEL	AVG_3MONTH_RDATA	2LAST_RSMS	2LAST_RTEL	2LAST_RDATA	LAST_RSMS	LAST_RTEL	LAST_RDATA	AVG_6MONTH_ISMS	AVG_6MONTH_ITEL	AVG_3MONTH_ISMS	AVG_3MONTH_ITEL	2LAST_ISMS	2LAST_ITEL	LAST_ISMS	LAST_ITEL	AVG_6MONTH_VFPUR	AVG_3MONTH_VFPUR	2LAST_VFPUR	LAST_VFPUR	RUNNING_BILL_DATA	RUNNING_BILL_CALL	RUNNING_BILL_SMS	RUNNING_LAST_BILL_AMT_DIFF	RUNNING_2LAST_BILL_AMT_DIFF	RUNNING_3LAST_BILL_AMT_DIFF	RUNNING_LAST_OOB_DATA_DIFF	RUNNING_2LAST_OOB_DATA_DIFF	RUNNING_3LAST_OOB_DATA_DIFF	RUNNING_LAST_OOB_CALL_DIFF	RUNNING_2LAST_OOB_CALL_DIFF	RUNNING_3LAST_OOB_CALL_DIFF	RUNNING_LAST_OOB_SMS_DIFF	RUNNING_2LAST_OOB_SMS_DIFF	RUNNING_3LAST_OOB_SMS_DIFF	BILLSHOCK_6MONTH	BILLSHOCK_3MONTH	BILLSHOCK_1MONTH	BILLSHOCK_1WEEK	3LASTBILL_BILLSHOCK	2LASTBILL_BILLSHOCK	3LAST_BILL_CALL	2LAST_BILL_CALL	LAST_BILL_CALL
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0
1	0	7	7	0	0	0	0	0	0	7	4	0	0	0.0	0.0	4.516667	0.0	1.8066666	0.0	0.0	5.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9033333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.905	-5.905	-12.405	0.0	0.0	-6.5	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27833334	0.175	0.0	0.5566667	0.0	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27833334	0.0	0.5566667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.088	-9.748	-11.748	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0
